purchase_id,supplier_id,product_id,warehouse_id,order_date,expected_date,received_date,quantity,unit_cost
PO000286,SUP0013,PROD00036,WH012,2025-11-03,2025-11-23,2025-11-20,3432,38.68
PO000287,SUP0037,PROD00221,WH003,2025-09-19,2025-10-10,2025-10-20,1455,37.38
PO000288,SUP0018,PROD00102,WH008,2025-08-09,2025-08-25,2025-08-27,1500,53.56
PO000289,SUP0058,PROD00291,WH004,2025-09-16,2025-10-07,2025-10-07,1530,9.26
PO000290,SUP0024,PROD00099,WH005,2025-02-23,2025-03-06,2025-03-04,3358,64.23
PO000291,SUP0022,PROD00041,WH005,2025-02-25,2025-03-16,2025-03-16,712,30.9
PO000292,SUP0036,PROD00033,WH006,2024-04-13,2024-04-30,2024-04-30,253,36.83
PO000293,SUP0062,PROD00249,WH011,2024-09-10,2024-10-03,2024-10-07,835,25.36
PO000294,SUP0035,PROD00004,WH011,2024-08-14,2024-08-19,2024-08-17,4781,32.97
PO000295,SUP0013,PROD00109,WH009,2024-04-21,2024-05-21,2024-05-19,69,15.99
PO000296,SUP0035,PROD00249,WH008,2025-05-24,2025-06-10,2025-06-23,2770,39.14
PO000297,SUP0044,PROD00190,WH011,2025-04-17,2025-05-11,2025-05-21,2820,9.26
PO000298,SUP0047,PROD00205,WH007,2024-04-08,2024-04-23,2024-04-27,478,46.35
PO000299,SUP0013,PROD00002,WH008,2024-06-01,2024-06-17,2024-06-24,3301,62.85
PO000300,SUP0004,PROD00063,WH009,2024-12-03,2024-12-31,2025-01-01,2299,79.76
PO000301,SUP0048,PROD00232,WH010,2025-12-06,2026-01-02,2026-01-06,3902,79.53
PO000302,SUP0025,PROD00002,WH011,2024-06-11,2024-07-02,2024-07-12,2649,35.25
PO000303,SUP0006,PROD00167,WH011,2025-12-20,2025-12-25,2026-01-02,3649,39.14
PO000304,SUP0052,PROD00042,WH006,2025-11-11,2025-11-23,2025-12-05,3515,60.25
PO000305,SUP0050,PROD00151,WH010,2024-06-09,2024-06-29,2024-06-29,1608,77.08
PO000306,SUP0067,PROD00293,WH012,2025-08-02,2025-08-29,2025-08-30,4143,18.88
PO000307,SUP0064,PROD00045,WH005,2025-02-01,2025-02-07,2025-02-08,4505,28.59
PO000308,SUP0058,PROD00060,WH008,2024-10-03,2024-10-22,2024-10-24,4439,53.27
PO000309,SUP0028,PROD00088,WH011,2025-05-18,2025-05-30,2025-06-03,742,29.38
PO000310,SUP0004,PROD00083,WH006,2025-01-26,2025-02-03,2025-02-13,3151,25.58
PO000311,SUP0029,PROD00132,WH011,2024-05-14,2024-06-12,2024-06-17,3911,53.17
PO000312,SUP0018,PROD00274,WH011,2024-07-13,2024-08-08,2024-08-08,4040,24.88
PO000313,SUP0029,PROD00295,WH010,2025-02-04,2025-02-11,2025-02-18,539,43.85
PO000314,SUP0049,PROD00196,WH011,2025-10-01,2025-10-26,2025-11-02,4613,36.48
PO000315,SUP0029,PROD00133,WH002,2024-02-02,2024-02-20,2024-02-24,2393,23.98
PO000316,SUP0012,PROD00175,WH012,2025-11-18,2025-11-25,2025-11-25,4861,6.86
PO000317,SUP0074,PROD00189,WH003,2025-04-04,2025-04-15,2025-04-15,2577,54.64
PO000318,SUP0001,PROD00160,WH001,2025-04-14,2025-05-01,2025-05-16,4843,27.72
PO000319,SUP0050,PROD00217,WH006,2025-01-09,2025-01-31,2025-02-03,3000,25.06
PO000320,SUP0067,PROD00114,WH002,2024-01-22,2024-02-21,2024-02-22,3248,6.86
PO000321,SUP0059,PROD00162,WH003,2025-10-31,2025-11-05,2025-11-19,2441,76.94
PO000322,SUP0059,PROD00076,WH010,2024-02-07,2024-02-19,2024-03-02,2331,68.27
PO000323,SUP0077,PROD00164,WH005,2024-08-17,2024-08-26,2024-08-24,4125,19.49
PO000324,SUP0036,PROD00294,WH008,2024-12-30,2025-01-26,2025-01-26,1777,63.45
PO000325,SUP0049,PROD00031,WH006,2025-07-16,2025-08-05,2025-08-11,1260,12.4
PO000326,SUP0029,PROD00027,WH003,2025-03-13,2025-04-09,2025-04-12,4003,55.62
PO000327,SUP0039,PROD00082,WH001,2024-10-09,2024-11-06,2024-11-15,4498,22.22
PO000328,SUP0055,PROD00243,WH006,2024-01-27,2024-02-13,2024-02-20,3216,26.49
PO000329,SUP0068,PROD00145,WH005,2024-08-13,2024-08-30,2024-08-29,1608,69.89
PO000330,SUP0051,PROD00050,WH003,2024-10-03,2024-10-30,2024-11-13,2659,56.32
PO000331,SUP0007,PROD00156,WH008,2025-08-31,2025-09-29,2025-10-14,1350,63.62
PO000332,SUP0057,PROD00248,WH005,2024-10-10,2024-11-02,2024-11-03,1196,25.8
PO000333,SUP0026,PROD00005,WH006,2025-04-25,2025-05-06,2025-05-09,4725,10.95
PO000334,SUP0049,PROD00219,WH011,2025-03-28,2025-04-05,2025-04-06,1388,52.18
PO000335,SUP0046,PROD00243,WH003,2025-10-20,2025-10-26,2025-10-26,439,75.64
PO000336,SUP0044,PROD00223,WH003,2025-05-30,2025-06-07,2025-06-20,3319,48.41
PO000337,SUP0016,PROD00124,WH007,2025-06-30,2025-07-12,2025-07-10,4012,25.06
PO000338,SUP0049,PROD00046,WH008,2024-07-10,2024-07-24,2024-07-26,3140,68.27
PO000339,SUP0048,PROD00006,WH002,2024-02-18,2024-03-02,2024-03-13,965,18.84
PO000340,SUP0063,PROD00261,WH004,2025-05-26,2025-06-02,2025-06-02,198,48.41
PO000341,SUP0074,PROD00246,WH005,2024-01-17,2024-02-09,2024-02-24,784,4.25
PO000342,SUP0024,PROD00197,WH008,2024-06-20,2024-07-20,2024-08-04,3562,63.45
PO000343,SUP0017,PROD00051,WH006,2024-08-07,2024-08-21,2024-09-05,530,11.84
PO000344,SUP0024,PROD00208,WH012,2024-06-06,2024-07-03,2024-07-17,171,15.24
PO000345,SUP0069,PROD00272,WH008,2025-04-21,2025-05-08,2025-05-22,533,67.92
PO000346,SUP0069,PROD00064,WH004,2024-02-15,2024-03-07,2024-03-22,971,24.25
PO000347,SUP0001,PROD00285,WH008,2025-01-07,2025-01-17,2025-01-19,2584,67.92
PO000348,SUP0017,PROD00295,WH004,2025-06-01,2025-06-09,2025-06-07,1330,25.58
PO000349,SUP0033,PROD00018,WH002,2024-04-08,2024-04-15,2024-04-29,1031,61.5
PO000350,SUP0047,PROD00279,WH003,2024-02-06,2024-02-27,2024-03-04,3475,28.22
PO000351,SUP0032,PROD00154,WH001,2024-10-06,2024-11-01,2024-10-29,4265,61.27
PO000352,SUP0069,PROD00228,WH003,2024-12-14,2025-01-13,2025-01-19,4737,61.6
PO000353,SUP0067,PROD00181,WH010,2025-05-11,2025-05-31,2025-06-07,4419,63.05
PO000354,SUP0013,PROD00023,WH004,2024-10-28,2024-11-18,2024-11-21,310,70.77
PO000355,SUP0039,PROD00111,WH003,2024-06-29,2024-07-10,2024-07-11,4942,11.84
PO000356,SUP0076,PROD00184,WH005,2025-08-29,2025-09-20,2025-09-23,1062,2.79
PO000357,SUP0010,PROD00282,WH005,2024-04-08,2024-05-06,2024-05-16,2145,35.9
PO000358,SUP0052,PROD00234,WH002,2025-11-30,2025-12-17,2025-12-19,2092,18.39
PO000359,SUP0019,PROD00275,WH004,2024-04-25,2024-05-21,2024-05-31,588,37.38
PO000360,SUP0025,PROD00191,WH010,2024-07-09,2024-08-03,2024-08-08,4199,54.64
PO000361,SUP0054,PROD00079,WH006,2024-09-09,2024-10-03,2024-10-05,3562,58.17
PO000362,SUP0078,PROD00127,WH002,2024-06-09,2024-06-26,2024-06-23,2222,29.39
PO000363,SUP0015,PROD00281,WH007,2024-09-12,2024-09-20,2024-10-04,550,76.94
PO000364,SUP0047,PROD00171,WH005,2024-11-18,2024-12-03,2024-12-02,1208,18.39
PO000365,SUP0036,PROD00006,WH002,2024-05-07,2024-06-06,2024-06-10,3099,43.66
PO000366,SUP0014,PROD00064,WH003,2024-01-18,2024-01-30,2024-02-08,4322,65.84
PO000367,SUP0076,PROD00251,WH002,2025-07-19,2025-08-16,2025-08-22,4343,68.27
PO000368,SUP0037,PROD00283,WH005,2025-07-23,2025-08-08,2025-08-23,4986,35.9
PO000369,SUP0022,PROD00163,WH007,2024-11-18,2024-11-26,2024-11-24,1490,73.99
PO000370,SUP0071,PROD00207,WH008,2025-11-16,2025-12-02,2025-12-16,4862,42.03
PO000371,SUP0002,PROD00263,WH012,2025-09-17,2025-09-26,2025-10-01,1283,4.55
PO000372,SUP0019,PROD00194,WH010,2024-10-14,2024-11-09,2024-11-10,2200,69.05
PO000373,SUP0032,PROD00215,WH012,2025-10-24,2025-10-30,2025-11-07,3760,69.4
PO000374,SUP0046,PROD00240,WH009,2025-09-30,2025-10-10,2025-10-21,2359,38.62
PO000375,SUP0067,PROD00118,WH005,2024-06-03,2024-06-16,2024-06-26,722,63.62
PO000376,SUP0041,PROD00047,WH011,2025-05-04,2025-05-18,2025-05-28,661,36.78
PO000377,SUP0012,PROD00085,WH010,2025-01-20,2025-01-27,2025-01-31,480,31.08
PO000378,SUP0071,PROD00253,WH001,2024-04-13,2024-04-20,2024-04-26,3483,70.77
PO000379,SUP0018,PROD00246,WH008,2025-01-27,2025-02-22,2025-03-07,4228,66.48
PO000380,SUP0016,PROD00208,WH001,2024-09-02,2024-09-28,2024-10-12,1567,10.16
PO000381,SUP0055,PROD00274,WH012,2024-06-24,2024-07-22,2024-07-19,2836,53.56
PO000382,SUP0078,PROD00022,WH010,2024-02-08,2024-02-20,2024-03-04,3685,36.46
PO000383,SUP0029,PROD00090,WH002,2025-04-21,2025-05-01,2025-05-14,3016,64.23
PO000384,SUP0046,PROD00027,WH007,2025-11-12,2025-11-21,2025-12-04,4069,45.48
PO000385,SUP0048,PROD00058,WH006,2025-06-21,2025-07-08,2025-07-10,2056,56.82
PO000386,SUP0038,PROD00154,WH008,2025-02-11,2025-03-05,2025-03-05,2414,19.27
PO000387,SUP0001,PROD00292,WH007,2025-06-08,2025-06-21,2025-06-24,1791,65.04
PO000388,SUP0005,PROD00238,WH010,2025-05-20,2025-06-03,2025-06-16,4009,65.73
PO000389,SUP0001,PROD00236,WH006,2024-02-05,2024-02-11,2024-02-19,2454,36.46
PO000390,SUP0001,PROD00180,WH012,2025-11-15,2025-12-01,2025-12-01,1535,5.55
PO000391,SUP0002,PROD00052,WH007,2024-01-20,2024-02-06,2024-02-14,4040,2.79
PO000392,SUP0068,PROD00264,WH003,2024-11-16,2024-11-27,2024-11-26,3374,63.45
PO000393,SUP0001,PROD00080,WH011,2025-05-26,2025-06-03,2025-06-15,2059,37.22
PO000394,SUP0051,PROD00192,WH005,2025-02-03,2025-02-15,2025-02-27,2995,54.64
PO000395,SUP0069,PROD00138,WH002,2025-10-15,2025-11-02,2025-11-04,3602,53.79
PO000396,SUP0021,PROD00072,WH006,2025-04-15,2025-05-11,2025-05-22,3565,49.79
PO000397,SUP0026,PROD00057,WH004,2024-05-22,2024-05-27,2024-06-04,2343,18.39
PO000398,SUP0051,PROD00216,WH012,2024-04-01,2024-04-07,2024-04-08,2723,69.05
PO000399,SUP0026,PROD00246,WH011,2024-12-19,2024-12-25,2024-12-27,2187,72.14
PO000400,SUP0063,PROD00282,WH008,2025-12-27,2026-01-04,2026-01-14,1053,10.32
PO000401,SUP0065,PROD00200,WH003,2024-02-20,2024-03-06,2024-03-15,908,60.46
PO000402,SUP0017,PROD00080,WH006,2025-10-26,2025-11-03,2025-10-31,4106,43.85
PO000403,SUP0007,PROD00176,WH007,2025-11-28,2025-12-03,2025-12-07,4901,35.53
PO000404,SUP0056,PROD00246,WH005,2025-07-28,2025-08-25,2025-08-22,2321,68.43
PO000405,SUP0055,PROD00127,WH010,2024-07-08,2024-07-28,2024-07-27,1259,14.87
PO000406,SUP0024,PROD00128,WH005,2024-05-04,2024-06-01,2024-06-14,952,26.38
PO000407,SUP0055,PROD00102,WH008,2024-05-29,2024-06-11,2024-06-15,854,35.04
PO000408,SUP0079,PROD00093,WH004,2024-11-09,2024-12-06,2024-12-19,4853,49.79
PO000409,SUP0030,PROD00062,WH003,2025-07-23,2025-08-17,2025-08-18,3297,32.87
PO000410,SUP0025,PROD00075,WH007,2024-12-07,2024-12-13,2024-12-18,154,43.85
PO000411,SUP0012,PROD00027,WH007,2024-10-31,2024-11-24,2024-11-27,3346,62.15
PO000412,SUP0030,PROD00114,WH006,2025-11-22,2025-12-13,2025-12-19,3500,56.9
PO000413,SUP0066,PROD00219,WH011,2025-11-12,2025-12-02,2025-11-30,433,11.84
PO000414,SUP0035,PROD00187,WH005,2024-02-23,2024-03-08,2024-03-08,2885,7.34
PO000415,SUP0032,PROD00164,WH001,2025-03-19,2025-04-15,2025-04-25,1498,37.97
PO000416,SUP0007,PROD00165,WH004,2025-09-04,2025-09-10,2025-09-07,2347,5.38
PO000417,SUP0078,PROD00052,WH007,2024-09-20,2024-10-10,2024-10-15,1524,31.72
PO000418,SUP0047,PROD00172,WH005,2024-02-22,2024-03-06,2024-03-18,923,30.65
PO000419,SUP0071,PROD00067,WH006,2025-07-25,2025-08-02,2025-07-30,2963,77.26
PO000420,SUP0076,PROD00271,WH010,2025-09-11,2025-10-09,2025-10-17,3054,31.38
PO000421,SUP0027,PROD00300,WH007,2024-01-05,2024-01-17,2024-01-22,724,58.63
PO000422,SUP0078,PROD00062,WH001,2024-04-12,2024-04-20,2024-04-21,4815,64.23
PO000423,SUP0025,PROD00229,WH002,2024-07-14,2024-08-08,2024-08-11,623,60.85
PO000424,SUP0039,PROD00243,WH004,2024-12-15,2025-01-06,2025-01-13,4380,41.82
PO000425,SUP0006,PROD00066,WH004,2024-02-16,2024-03-15,2024-03-16,3435,11.94
PO000426,SUP0072,PROD00178,WH006,2025-10-17,2025-11-08,2025-11-13,3683,36.06
PO000427,SUP0056,PROD00035,WH008,2024-09-25,2024-10-20,2024-10-20,3442,12.22
PO000428,SUP0003,PROD00086,WH010,2025-01-04,2025-01-25,2025-02-07,2255,68.43
PO000429,SUP0038,PROD00024,WH010,2025-09-27,2025-10-24,2025-10-25,508,72.91
PO000430,SUP0051,PROD00254,WH011,2024-04-15,2024-05-15,2024-05-18,4371,16.83
PO000431,SUP0022,PROD00225,WH009,2025-10-31,2025-11-21,2025-11-20,3156,18.01
PO000432,SUP0052,PROD00140,WH004,2025-10-20,2025-11-11,2025-11-20,1517,63.37
PO000433,SUP0074,PROD00112,WH010,2025-10-18,2025-10-23,2025-10-25,82,16.07
PO000434,SUP0059,PROD00258,WH012,2024-04-29,2024-05-29,2024-06-11,4311,10.02
PO000435,SUP0029,PROD00152,WH012,2025-08-26,2025-09-08,2025-09-14,2209,59.39
PO000436,SUP0022,PROD00115,WH001,2024-02-27,2024-03-20,2024-03-20,4380,52.13
PO000437,SUP0006,PROD00076,WH005,2024-12-11,2024-12-23,2024-12-29,1099,73.99
PO000438,SUP0032,PROD00108,WH009,2025-04-18,2025-05-01,2025-04-29,961,26.12
PO000439,SUP0078,PROD00189,WH006,2024-04-26,2024-05-01,2024-05-09,691,44.63
PO000440,SUP0034,PROD00069,WH007,2024-05-06,2024-06-02,2024-06-16,2425,4.86
PO000441,SUP0002,PROD00183,WH004,2025-01-27,2025-02-11,2025-02-09,2301,78.14
PO000442,SUP0003,PROD00276,WH011,2025-10-02,2025-10-12,2025-10-17,4788,38.62
PO000443,SUP0033,PROD00283,WH004,2024-02-27,2024-03-06,2024-03-15,3632,48.41
PO000444,SUP0035,PROD00105,WH010,2025-09-25,2025-10-07,2025-10-14,3249,35.48
PO000445,SUP0030,PROD00223,WH006,2025-05-27,2025-06-05,2025-06-16,1225,11.04
PO000446,SUP0064,PROD00093,WH008,2024-04-05,2024-04-25,2024-04-24,1525,48.41
PO000447,SUP0073,PROD00252,WH012,2025-09-29,2025-10-09,2025-10-12,1487,45.4
PO000448,SUP0003,PROD00159,WH003,2024-04-27,2024-05-22,2024-05-28,1465,60.12
PO000449,SUP0009,PROD00074,WH002,2025-07-13,2025-07-30,2025-08-02,3503,12.25
PO000450,SUP0052,PROD00052,WH012,2025-08-23,2025-09-04,2025-09-15,4325,66.07
PO000451,SUP0078,PROD00052,WH007,2025-05-02,2025-05-11,2025-05-08,3155,32.87
PO000452,SUP0002,PROD00023,WH003,2024-08-24,2024-08-29,2024-08-29,2044,42.55
PO000453,SUP0035,PROD00074,WH011,2024-09-28,2024-10-27,2024-10-26,4922,25.36
PO000454,SUP0014,PROD00278,WH012,2024-07-07,2024-07-12,2024-07-09,2782,27.49
PO000455,SUP0026,PROD00072,WH008,2025-12-04,2025-12-31,2025-12-30,4620,66.95
PO000456,SUP0040,PROD00170,WH008,2025-03-22,2025-04-10,2025-04-12,1275,25.36
PO000457,SUP0070,PROD00137,WH011,2025-08-03,2025-08-15,2025-08-13,4463,43.66
PO000458,SUP0006,PROD00053,WH009,2024-09-03,2024-09-11,2024-09-08,2440,56.03
PO000459,SUP0054,PROD00073,WH001,2024-03-16,2024-03-24,2024-04-06,1847,60.12
PO000460,SUP0055,PROD00198,WH003,2024-06-02,2024-06-07,2024-06-11,2904,22.63
PO000461,SUP0029,PROD00197,WH011,2025-10-17,2025-11-11,2025-11-17,930,52.18
PO000462,SUP0015,PROD00115,WH002,2025-03-10,2025-03-30,2025-04-01,2318,35.9
PO000463,SUP0079,PROD00171,WH002,2024-03-26,2024-04-11,2024-04-10,2963,5.38
PO000464,SUP0078,PROD00078,WH003,2025-11-27,2025-12-04,2025-12-02,3521,48.41
PO000465,SUP0077,PROD00093,WH011,2024-10-11,2024-11-01,2024-11-08,3493,66.07
PO000466,SUP0080,PROD00147,WH006,2024-08-07,2024-08-16,2024-08-22,861,12.98
PO000467,SUP0048,PROD00136,WH012,2024-03-09,2024-03-22,2024-04-03,635,76.2
PO000468,SUP0020,PROD00076,WH006,2024-02-16,2024-03-17,2024-03-14,1220,35.25
PO000469,SUP0062,PROD00035,WH002,2024-04-03,2024-04-20,2024-05-01,4743,39.8
PO000470,SUP0019,PROD00047,WH006,2025-03-28,2025-04-15,2025-04-20,1054,39.8
PO000471,SUP0046,PROD00164,WH008,2024-07-22,2024-08-01,2024-08-10,3482,4.55
PO000472,SUP0078,PROD00171,WH003,2024-08-05,2024-08-25,2024-09-04,2024,72.14
PO000473,SUP0071,PROD00255,WH009,2025-04-18,2025-05-05,2025-05-15,4382,45.0
PO000474,SUP0069,PROD00118,WH007,2025-03-07,2025-03-27,2025-04-10,694,15.99
PO000475,SUP0068,PROD00296,WH012,2024-12-06,2024-12-29,2025-01-08,1806,2.79
PO000476,SUP0031,PROD00186,WH001,2025-07-04,2025-07-31,2025-07-30,1675,6.44
PO000477,SUP0072,PROD00243,WH003,2025-09-03,2025-09-08,2025-09-16,912,79.58
PO000478,SUP0047,PROD00072,WH005,2024-10-15,2024-10-21,2024-10-29,3781,76.14
PO000479,SUP0054,PROD00125,WH004,2024-09-10,2024-09-19,2024-10-03,1849,48.37
PO000480,SUP0016,PROD00074,WH007,2024-12-22,2024-12-28,2024-12-29,225,60.12
PO000481,SUP0048,PROD00028,WH012,2024-01-23,2024-02-19,2024-02-29,878,25.58
PO000482,SUP0010,PROD00245,WH010,2025-06-05,2025-07-01,2025-07-16,1305,22.22
PO000483,SUP0047,PROD00073,WH002,2024-04-09,2024-04-14,2024-04-15,2017,11.35
PO000484,SUP0073,PROD00214,WH003,2024-06-28,2024-07-05,2024-07-02,1504,79.58
PO000485,SUP0068,PROD00154,WH008,2024-08-10,2024-08-30,2024-08-31,3381,31.56
PO000486,SUP0057,PROD00007,WH005,2025-10-20,2025-11-17,2025-11-24,921,28.48
PO000487,SUP0005,PROD00089,WH009,2025-03-17,2025-03-26,2025-03-24,1323,35.69
PO000488,SUP0055,PROD00233,WH009,2025-08-30,2025-09-04,2025-09-13,2123,52.13
PO000489,SUP0040,PROD00117,WH007,2024-11-20,2024-12-13,2024-12-26,1294,41.14
PO000490,SUP0067,PROD00194,WH003,2025-05-30,2025-06-12,2025-06-11,1745,49.35
PO000491,SUP0029,PROD00201,WH003,2024-01-16,2024-02-02,2024-01-31,4591,25.08
PO000492,SUP0060,PROD00245,WH006,2024-12-01,2024-12-25,2024-12-24,3328,9.26
PO000493,SUP0007,PROD00191,WH011,2024-09-14,2024-10-01,2024-10-03,3485,76.94
PO000494,SUP0014,PROD00054,WH002,2025-05-11,2025-05-22,2025-05-27,2981,6.44
PO000495,SUP0004,PROD00123,WH005,2024-06-08,2024-07-02,2024-07-09,1343,34.41
PO000496,SUP0009,PROD00109,WH010,2025-04-19,2025-05-11,2025-05-11,99,79.76
PO000497,SUP0025,PROD00283,WH004,2025-10-25,2025-11-23,2025-11-29,275,75.35
PO000498,SUP0011,PROD00292,WH010,2025-11-20,2025-12-02,2025-12-07,377,10.16
PO000499,SUP0006,PROD00025,WH006,2025-11-05,2025-11-28,2025-12-10,773,10.32
PO000500,SUP0046,PROD00145,WH007,2025-01-14,2025-01-28,2025-01-25,4107,67.11
PO000501,SUP0051,PROD00183,WH003,2025-06-28,2025-07-09,2025-07-16,807,26.49
PO000502,SUP0065,PROD00052,WH009,2025-11-21,2025-12-06,2025-12-16,1240,24.38
PO000503,SUP0049,PROD00245,WH010,2025-03-02,2025-03-07,2025-03-22,316,31.08
PO000504,SUP0020,PROD00238,WH002,2025-09-04,2025-09-18,2025-09-20,774,6.27
PO000505,SUP0028,PROD00073,WH012,2024-09-24,2024-10-21,2024-10-25,1329,31.88
PO000506,SUP0078,PROD00268,WH006,2025-07-30,2025-08-20,2025-09-02,3675,19.35
PO000507,SUP0044,PROD00149,WH006,2025-02-20,2025-03-22,2025-03-23,3539,79.53
PO000508,SUP0031,PROD00107,WH010,2024-06-16,2024-06-22,2024-07-01,4981,69.41
PO000509,SUP0073,PROD00255,WH002,2024-02-12,2024-02-19,2024-02-20,132,63.37
PO000510,SUP0071,PROD00045,WH008,2025-07-09,2025-07-18,2025-07-24,780,78.75
PO000511,SUP0022,PROD00152,WH003,2024-10-11,2024-10-30,2024-11-06,568,21.55
PO000512,SUP0047,PROD00181,WH002,2025-01-31,2025-02-13,2025-02-28,592,70.71
PO000513,SUP0034,PROD00243,WH005,2024-01-12,2024-01-22,2024-02-02,3631,74.47
PO000514,SUP0016,PROD00292,WH008,2025-08-29,2025-09-23,2025-09-24,334,63.45
PO000515,SUP0052,PROD00210,WH010,2024-10-28,2024-11-13,2024-11-19,1066,53.56
PO000516,SUP0066,PROD00161,WH006,2024-09-09,2024-09-28,2024-10-06,693,43.43
PO000517,SUP0065,PROD00231,WH005,2025-05-13,2025-06-08,2025-06-18,359,13.64
PO000518,SUP0032,PROD00288,WH001,2024-02-04,2024-02-28,2024-02-26,1276,25.36
PO000519,SUP0049,PROD00082,WH010,2025-12-27,2026-01-04,2026-01-10,3280,36.48
PO000520,SUP0050,PROD00237,WH011,2024-03-30,2024-04-06,2024-04-10,775,31.08
PO000521,SUP0060,PROD00274,WH008,2025-08-27,2025-09-12,2025-09-23,903,40.8
PO000522,SUP0014,PROD00204,WH007,2025-08-24,2025-08-31,2025-09-02,1644,9.58
PO000523,SUP0009,PROD00163,WH006,2025-02-21,2025-03-10,2025-03-17,4960,75.43
PO000524,SUP0061,PROD00059,WH005,2024-04-24,2024-05-14,2024-05-17,3733,65.84
PO000525,SUP0020,PROD00241,WH003,2025-09-08,2025-09-14,2025-09-28,1758,49.19
PO000526,SUP0005,PROD00195,WH001,2024-07-14,2024-07-29,2024-08-13,2971,63.42
PO000527,SUP0061,PROD00110,WH001,2025-05-15,2025-06-14,2025-06-24,1742,45.0
PO000528,SUP0035,PROD00130,WH011,2025-09-17,2025-09-22,2025-10-02,1452,19.07
PO000529,SUP0009,PROD00141,WH007,2025-05-07,2025-05-14,2025-05-15,679,79.76
PO000530,SUP0054,PROD00269,WH004,2024-03-15,2024-03-29,2024-04-09,2135,76.94
PO000531,SUP0012,PROD00220,WH006,2025-02-16,2025-02-26,2025-02-24,2442,2.79
PO000532,SUP0045,PROD00215,WH008,2025-01-10,2025-01-20,2025-01-23,3905,43.54
PO000533,SUP0056,PROD00182,WH012,2025-02-23,2025-03-17,2025-03-19,4682,12.4
PO000534,SUP0072,PROD00102,WH002,2025-12-29,2026-01-15,2026-01-12,4748,65.84
PO000535,SUP0042,PROD00163,WH001,2024-10-03,2024-10-27,2024-10-28,1242,20.71
PO000536,SUP0064,PROD00163,WH002,2025-11-06,2025-11-25,2025-11-26,3339,37.39
PO000537,SUP0001,PROD00231,WH003,2025-01-28,2025-02-10,2025-02-23,3690,10.08
PO000538,SUP0013,PROD00019,WH004,2025-04-01,2025-04-26,2025-05-11,1547,13.93
PO000539,SUP0022,PROD00194,WH004,2024-07-10,2024-07-28,2024-08-11,2861,77.08
PO000540,SUP0074,PROD00008,WH006,2025-11-19,2025-11-30,2025-12-03,2990,51.25
PO000541,SUP0040,PROD00258,WH002,2024-04-08,2024-04-13,2024-04-19,4098,15.09
PO000542,SUP0053,PROD00211,WH006,2025-07-01,2025-07-26,2025-08-06,2895,38.89
PO000543,SUP0067,PROD00172,WH002,2024-04-05,2024-04-27,2024-05-07,1450,68.77
PO000544,SUP0048,PROD00091,WH009,2025-10-25,2025-11-13,2025-11-23,4883,2.75
PO000545,SUP0056,PROD00196,WH005,2025-10-24,2025-11-03,2025-11-17,3593,25.08
PO000546,SUP0080,PROD00051,WH002,2024-07-08,2024-08-02,2024-08-08,860,23.55
PO000547,SUP0079,PROD00211,WH002,2024-02-06,2024-02-13,2024-02-10,4076,52.13
PO000548,SUP0013,PROD00228,WH009,2025-01-03,2025-01-31,2025-02-14,4771,60.66
PO000549,SUP0038,PROD00216,WH004,2025-11-25,2025-12-25,2025-12-23,1835,63.62
PO000550,SUP0071,PROD00196,WH002,2025-06-08,2025-07-07,2025-07-18,1612,51.25
PO000551,SUP0045,PROD00238,WH007,2024-10-05,2024-10-25,2024-10-25,3252,4.55
PO000552,SUP0029,PROD00260,WH005,2024-08-04,2024-08-09,2024-08-17,2202,25.33
PO000553,SUP0040,PROD00213,WH011,2024-09-29,2024-10-25,2024-10-30,1988,79.76
PO000554,SUP0005,PROD00008,WH001,2024-03-02,2024-03-07,2024-03-17,1266,58.06
PO000555,SUP0067,PROD00163,WH006,2025-08-18,2025-09-17,2025-09-25,1406,24.38
PO000556,SUP0031,PROD00285,WH007,2025-12-29,2026-01-21,2026-01-31,1588,43.54
PO000557,SUP0007,PROD00296,WH007,2024-12-07,2024-12-31,2025-01-09,1065,47.53
PO000558,SUP0023,PROD00207,WH006,2025-01-31,2025-02-25,2025-03-06,4247,35.48
PO000559,SUP0030,PROD00051,WH012,2025-11-29,2025-12-09,2025-12-19,1044,36.48
PO000560,SUP0074,PROD00201,WH011,2024-01-19,2024-02-09,2024-02-09,2141,11.0
PO000561,SUP0042,PROD00105,WH002,2024-06-25,2024-07-17,2024-07-19,774,19.49
PO000562,SUP0002,PROD00079,WH001,2025-09-03,2025-09-08,2025-09-18,4463,22.22
PO000563,SUP0049,PROD00013,WH012,2025-01-30,2025-02-06,2025-02-21,1079,70.77
PO000564,SUP0024,PROD00123,WH011,2025-03-20,2025-04-08,2025-04-16,1826,76.94
PO000565,SUP0069,PROD00126,WH012,2024-08-20,2024-09-03,2024-09-06,3107,49.22
PO000566,SUP0007,PROD00141,WH002,2024-03-16,2024-04-14,2024-04-19,1187,59.82
PO000567,SUP0075,PROD00053,WH002,2024-09-21,2024-10-16,2024-10-13,3771,58.35
PO000568,SUP0014,PROD00073,WH005,2025-03-30,2025-04-23,2025-04-23,2156,49.28
PO000569,SUP0010,PROD00254,WH006,2025-12-18,2025-12-28,2025-12-27,1713,26.12
PO000570,SUP0063,PROD00012,WH007,2025-01-18,2025-02-04,2025-02-04,612,78.75
PO000571,SUP0027,PROD00215,WH007,2025-07-17,2025-08-06,2025-08-05,2578,25.08
